	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ACER3	826.266799002957	0.0368197830704809	0.0735356431231231	0.500706616638034	0.616577614942238	0.735221208853308
ACHE	88.3289273993494	1.55313620816531	0.164103015742992	9.46439772074471	2.9525764263339e-21	2.80408929791653e-19
ACIN1	6669.03721448373	-0.18324199183925	0.0529561425439873	-3.46025943424868	0.000539655185290583	0.00222832847616827
ACLY	13614.1321477457	-0.168515351823676	0.0426386333898615	-3.95217525577978	7.74439874597724e-05	0.000396815412533056
ACMSD	0	NA	NA	NA	NA	NA
ACN9	644.172969372486	0.209543160696204	0.0789256058682151	2.65494522837222	0.00793212866047848	0.0230841478120285
ACO1	815.800269307875	-0.246835148301466	0.0711833099605657	-3.46759863285661	0.000525130987211756	0.00217385065283934
ACO2	1984.65673618092	-0.18879193267541	0.0583140560238416	-3.23750302325434	0.00120580661991191	0.0045124515776085
ACOT1	52.5356624231797	0.0748297513508354	0.183739027502881	0.407261061342354	0.683816258523219	0.787738969180309
ACOT11	73.9045617552995	-0.165040168587007	0.171204387574922	-0.963994970717574	0.335048447337918	0.476594748565342
ACOT12	1.84227045352563	0.090660114893027	0.118376568455531	0.765861995121816	0.443758421441202	NA
ACOT13	988.587916556172	0.0741521592329062	0.0657814779017656	1.12724982165407	0.259636871240203	0.393465840217897
ACOT2	299.069716358782	-0.029390290786947	0.107577243624318	-0.273201745989923	0.784698137912507	0.86105510928632
ACOT4	0.768561227136272	-0.0542820732756242	0.0827763657684408	-0.655767775882711	0.511973552976591	NA
ACOT6	0.748701353317301	0.0164272782934457	0.0734350489026789	0.223698064329149	0.82299225222549	NA
ACOT7	1438.56027624014	-0.384598937935586	0.0655277926774506	-5.8692490960089	4.37773298071833e-09	5.79969734306845e-08
ACOT8	379.040662172946	-0.00863221173795987	0.0965779322796521	-0.0893807884907325	0.928779290918924	0.957138963924082
ACOT9	616.938826735985	0.147433432964848	0.0768539977975161	1.9183573683868	0.0550657127772025	0.116757323236709
ACOX1	1550.32563161514	-0.158323885131501	0.0613430254302795	-2.58095984051923	0.00985260424756871	0.0277343254151361
ACOX2	11.4351377058615	0.351219005454098	0.201968066294319	1.7389828595095	0.0820377779436924	0.161010104855246
ACOX3	263.40110267249	-0.111638735322591	0.109744837239512	-1.01725728636278	0.309031050382681	0.448354401634346
ACOXL	92.1215367655233	-0.40496410677294	0.152347432075302	-2.65816168514594	0.00785681897317536	0.0228853669626996
ACP1	3084.75106367458	-0.11932460995583	0.0499782568126513	-2.38753044955392	0.0169619975769669	0.0438269899430172
ACP2	649.266828179886	-0.44805379985055	0.0790214732255881	-5.67002590006718	1.42775933984169e-08	1.70390216535742e-07
ACP5	3.18715734567757	-0.0711811516915791	0.148210371597096	-0.480271056097762	0.631034667052961	0.746520226412957
ACP6	566.469232463659	0.145063834992013	0.0816699621773223	1.77622018089159	0.0756966332294581	0.151014228603224
ACPL2	704.914881651976	0.0101454751932746	0.0752227769967588	0.134872383051103	0.892712775140647	0.934413890934414
ACPP	88.4663117399324	-0.0198149346320029	0.159393551108789	-0.124314531511246	0.901066242068948	0.939855830206718
ACPT	0.519761541817849	-0.0940693472088352	0.0666237392583428	-1.41194937804479	0.157964867092211	NA
ACR	1.77009534508683	-0.00851951217279661	0.120736530516611	-0.0705628374141869	0.94374568810192	NA
ACRBP	10.0521296436956	-0.239178214867334	0.198456212449383	-1.2051938909614	0.228128460192203	0.357266680161849
ACRC	103.036852367383	0.0282529472308562	0.159017721588498	0.177671689347735	0.858980820093227	0.910946336066617
ACRV1	0.99686232789736	-0.0750313567908485	0.0886608117087885	-0.846274191999204	0.397399801586959	NA
ACSBG1	20.0807177478595	-0.115414136811403	0.20737385568304	-0.556551048497682	0.577834207085891	0.703172804083054
ACSBG2	1.03275992771621	0.106879117915026	0.0889614812152044	1.20140892951724	0.229592614004619	NA
ACSF2	375.304916014202	0.664120493983519	0.0969677563112768	6.84887966110737	7.44305731195425e-12	1.64300461068612e-10
ACSF3	361.034839511257	-0.164201393703393	0.0939431570936526	-1.74788030106013	0.0804847565707287	0.15855264092895
ACSL1	1474.98326116943	0.0400623870613712	0.0600807516956452	0.666809018374433	0.504894131471291	0.640700346633179
ACSL3	3213.20511651708	-0.0267044831586578	0.0586460647676781	-0.455349958508649	0.648857490199972	0.761208617452681
ACSL4	4482.79885329444	0.56272182612119	0.0605621363291791	9.2916442554565	1.51922955645492e-20	1.31304840236461e-18
ACSL5	10.0770255314568	-0.216808844850099	0.192563481981505	-1.12590841533974	0.260204286969298	0.394142899447652
ACSL6	174.872947904839	0.609604906001485	0.127591659781831	4.77778020165148	1.77240968224731e-06	1.34975814263449e-05
ACSM1	0.826550047809957	-0.0298791124726532	0.0838539129191381	-0.356323413332735	0.721598377192539	NA
ACSM2A	0	NA	NA	NA	NA	NA
ACSM2B	0	NA	NA	NA	NA	NA
ACSM3	64.4962029025438	0.216068889332258	0.17401834989165	1.24164428329995	0.214367835447458	0.341096687320692
ACSM4	0	NA	NA	NA	NA	NA
ACSM5	0.29528444728044	-0.000746027373112562	0.0555058472254144	-0.0134405186192884	0.989276340572576	NA
ACSS1	401.99587579993	0.357611235664333	0.0924831075425297	3.86677356726882	0.000110284737702449	0.000544589235299124
ACSS2	490.694712510789	0.257270088651858	0.0912589613995347	2.81912137401522	0.0048155305427971	0.0150376011119462
ACSS3	216.615260079081	0.228303680458882	0.120418933782192	1.89591182456263	0.0579717050915161	0.121718226564257
ACTA1	63.4715313208422	-0.308435931007144	0.183234167328197	-1.68328830536662	0.0923192932156222	0.176978717835605
ACTA2	267.836105952352	0.49705980400401	0.114273488848836	4.34973858776232	1.36299916368077e-05	8.48821629383351e-05
ACTB	43085.6375164185	-0.550968166671038	0.0651679049442941	-8.45459382409192	2.80060523735908e-17	1.51814412872e-15
ACTBL2	48.8995181394735	-1.02094264413118	0.192599787159569	-5.3008503238133	1.15264559602911e-07	1.1261044145416e-06
ACTC1	9.06032710418938	-0.11784804396601	0.196563505487621	-0.599541830889009	0.548811623903535	0.679257302353708
ACTG1	52141.0495132938	-0.229808844942032	0.0509141099011829	-4.51365732187125	6.37191431782158e-06	4.30621587416038e-05
ACTG2	2.5626830078845	0.0359223146961655	0.137519917088478	0.261215360339795	0.79392643339058	0.866839669102007
ACTL10	1.69546510559063	-0.018186934160359	0.114987978656047	-0.158163786970809	0.874327738339118	NA
ACTL6A	2421.58803951928	-0.286732889089332	0.0549794186608056	-5.21527684492855	1.83542902249853e-07	1.72507094836096e-06
ACTL6B	2.56657708039329	-0.0655079496741216	0.13922051049658	-0.470533755697807	0.637973723306463	0.752316718603021
ACTL7A	0	NA	NA	NA	NA	NA
ACTL7B	0.740979458810208	-0.0813206223969109	0.0781808244791933	-1.04016071637302	0.298265239037987	NA
ACTL8	14.6904232984731	-0.777432011172429	0.205163772333639	-3.78932402309392	0.000151057775760874	0.000718558173283015
ACTL9	0.111368293034921	-0.0103026100481567	0.0419193768159404	-0.245772023124136	0.805858715206505	NA
ACTN1	2243.42012299964	-0.0264018576955479	0.05601975553311	-0.471295482179377	0.637429741456341	0.751961784262968
ACTN2	527.98355894222	0.296189090931084	0.0906277867495377	3.26819291912803	0.00108236560913841	0.00409933740442291
ACTN3	1.89485152672523	0.00481633890398928	0.11727781262077	0.0410677757059079	0.967241864182071	NA
ACTN4	5164.2040108317	-0.360278339612667	0.0579145117106731	-6.22086466708949	4.94422494219314e-10	7.8108234459115e-09
ACTR10	1426.61790621475	-0.178622591809623	0.0606431196427511	-2.94547168519511	0.00322462660456368	0.0106133942344444
ACTR1A	3661.01434794381	-0.230108788878698	0.0517005477764787	-4.45079982273198	8.55510600037286e-06	5.60560194609269e-05
ACTR1B	1527.97633291225	0.188289864473974	0.0678904599762589	2.77343627572738	0.0055467702660877	0.0169770455867608
ACTR2	9242.10713223612	-0.191714174821878	0.0640142258719339	-2.9948682845188	0.00274563376681027	0.00924550145966725
ACTR3	4562.41757194692	0.0361278963483247	0.0509892667747115	0.708539240384658	0.47861045284964	0.617397279262329
ACTR3B	532.892434582908	-0.619434394915997	0.0840595292004839	-7.36899671943953	1.71916891684587e-13	5.19087324522685e-12
ACTR3BP2	0	NA	NA	NA	NA	NA
ACTR3BP5	15.4385897416359	-0.596530767142229	0.206282074883744	-2.89182066584515	0.00383016506146742	0.0123379503606922
ACTR3C	23.8836578380442	-0.258896345123294	0.206694287319969	-1.25255684847504	0.210367027268797	0.33652514069568
ACTR5	395.172070548911	-0.400371870910377	0.0938018646240918	-4.26827198494246	1.96993048249606e-05	0.000117099033593789
ACTR6	1147.96213299352	0.101012543805582	0.0780607547728954	1.29402468755857	0.195656893496726	0.318586060134471
ACTR8	817.027009317876	-0.102483574426457	0.0715220095865565	-1.43289562218509	0.151887668560524	0.262215711893486
ACTRT1	0	NA	NA	NA	NA	NA
ACTRT2	0	NA	NA	NA	NA	NA
ACVR1	435.427546041384	0.0895898240938241	0.0885524061810296	1.01171529896854	0.311674198399915	0.450948003934432
ACVR1B	1448.39756014173	-0.258973553267669	0.0581315758870469	-4.45495497611952	8.391080234113e-06	5.51582678568353e-05
ACVR1C	208.045088811119	0.787857659475498	0.12471917594364	6.31705311965439	2.66597966322979e-10	4.44375283661823e-09
ACVR2A	333.894633098447	0.142360322511986	0.103926836009011	1.36981291819221	0.17074530847138	0.287467184484413
ACVR2B	3691.09936210204	-0.0835445598104389	0.0641614019655664	-1.30209997367693	0.192882212172545	0.315199173253153
ACVRL1	81.1402152699527	-0.158339966788557	0.157394526773396	-1.00600681633944	0.314412291156639	0.453703602124001
ACY1	23.5067786102295	0.283831777981305	0.205941097776143	1.37821824320772	0.168135916355156	0.284060517678861
ACY3	0.129861596500583	-0.0103026100481567	0.0419193768159404	-0.245772023124136	0.805858715206505	NA
ACYP1	346.919081829721	0.12755435703012	0.0967757650326823	1.3180402860886	0.187490162259523	0.308641721304979
ACYP2	72.5720291224412	-0.327278907089444	0.169608526322447	-1.92961352937673	0.0536547412003248	0.11426990841034
ADA	380.779079631561	0.311855346267359	0.0998718244117626	3.12255581696002	0.00179288105308315	0.00640286663797842
ADAD1	0.271190608352987	-0.000623574767341573	0.0508233990815738	-0.0122694423948447	0.990210646957699	NA
ADAD2	0.382738866172	0.0196997560835484	0.0601565199402142	0.327474995281089	0.743308652172067	NA
ADAL	548.023848582808	-0.130479960176704	0.0845621385508107	-1.54300686350668	0.122829110632027	0.222169585004337
ADAM1	197.160624301402	-0.431070369353597	0.125264495286792	-3.44128133328335	0.000578966218572552	0.00236968508654038
ADAM10	1351.11128902643	0.166764872384393	0.0716349065957995	2.32798338560509	0.0199129859044878	0.0500891014397611
ADAM11	533.881090587041	0.419394483636264	0.0830743253859888	5.04842478933929	4.45467776668333e-07	3.86648041013667e-06
